Student_ID,University,Course,Specialization,Year_of_Study,Gender,Attendance_Percentage,Internal_Marks,External_Marks,CGPA,Placement_Status
1007688,Mumbai University,BBA,Marketing,4,Male,71.32,23,31,7.34,Not Placed
1007689,Delhi University,B.Sc,Data Science,4,Female,88.5,19,54,4.97,Placed
1007690,Pune University,BBA,Data Science,2,Female,92.43,27,50,6.75,Not Placed
1007691,Anna University,B.Sc,Civil,1,Female,60.11,13,45,9.54,Placed
1007692,Anna University,B.Tech,Finance,2,Male,71.07,12,22,9.79,Not Placed
1007693,Pune University,MBA,Marketing,2,Other,72.17,18,29,7.89,Not Placed
1007694,Anna University,MCA,Data Science,3,Male,84.83,24,47,5.52,Placed
1007695,Pune University,B.Com,Finance,2,Female,86.17,26,22,5.29,Not Placed
1007696,Mumbai University,B.Sc,Civil,3,Male,64.99,23,20,8.38,Placed
1007697,JNTU Hyderabad,MCA,Data Science,1,Male,80.22,18,63,9.23,Placed
1007698,Delhi University,B.Tech,Civil,3,Male,95.96,28,67,5.58,Not Placed
1007699,JNTU Hyderabad,B.Com,Finance,4,Male,78.22,26,23,8.57,Placed
1007700,Mumbai University,BBA,Mechanical,2,Male,56.45,17,50,9.56,Placed
1007701,Mumbai University,MCA,Data Science,2,Female,94.17,18,62,8.48,Not Placed
1007702,Pune University,B.Tech,Civil,1,Female,82.57,28,69,8.15,Placed
1007703,Delhi University,MCA,Finance,3,Male,93.13,20,54,8.59,Placed
1007704,Pune University,BBA,Civil,2,Female,98.74,13,52,9.11,Not Placed
1007705,Pune University,BBA,Data Science,1,Female,67.98,26,64,4.46,Placed
1007706,Mumbai University,MCA,Data Science,3,Male,60.47,27,41,6.37,Placed
1007707,Anna University,MCA,Data Science,3,Male,79.57,28,67,5.39,Not Placed
1007708,Delhi University,B.Tech,Data Science,3,Male,84.29,29,47,8.35,Placed
1007709,Delhi University,MCA,Marketing,4,Female,66.14,12,20,5.6,Not Placed
1007710,Anna University,B.Sc,Computer Science,2,Female,84.71,29,68,4.75,Not Placed
1007711,Anna University,BBA,Mechanical,3,Male,99.77,12,36,7.78,Not Placed
1007712,Pune University,BBA,Civil,3,Female,62.39,22,28,4.85,Placed
1007713,Pune University,MCA,Computer Science,4,Female,88.77,12,23,9.9,Placed
1007714,Anna University,B.Tech,Computer Science,3,Male,94.35,18,64,9.69,Not Placed
1007715,Anna University,MBA,Mechanical,1,Male,81.65,22,37,9.2,Placed
1007716,Delhi University,MCA,Data Science,4,Female,63.21,23,21,8.1,Not Placed
1007717,Pune University,BBA,Civil,3,Female,84.43,27,30,4.13,Not Placed
1007718,Pune University,MCA,Data Science,4,Female,56.53,11,34,8.77,Placed
1007719,JNTU Hyderabad,B.Tech,Finance,3,Male,60.78,25,66,9.73,Not Placed
1007720,Delhi University,MBA,Marketing,3,Male,85.32,22,56,6.08,Not Placed
1007721,Pune University,B.Com,Computer Science,3,Male,88.57,26,65,6.32,Not Placed
1007722,Pune University,B.Com,Marketing,2,Female,93.8,26,46,6.82,Placed
1007723,Delhi University,B.Sc,Marketing,3,Male,62.1,16,61,8.63,Not Placed
1007724,Mumbai University,B.Sc,Marketing,1,Female,93.5,21,52,7.07,Placed
1007725,JNTU Hyderabad,B.Sc,Civil,1,Female,95.0,18,59,6.01,Placed
1007726,Anna University,MCA,Finance,1,Male,84.31,15,62,5.22,Placed
1007727,Pune University,BBA,Data Science,4,Female,55.53,11,37,5.91,Not Placed
1007728,JNTU Hyderabad,MBA,Finance,4,Male,71.15,18,32,5.12,Placed
1007729,Pune University,B.Com,Civil,1,Male,55.92,19,57,8.72,Placed
1007730,Pune University,MCA,Data Science,2,Female,63.49,19,61,9.59,Not Placed
1007731,Mumbai University,B.Tech,Civil,2,Male,57.58,17,66,4.92,Placed
1007732,Anna University,BBA,Data Science,4,Male,67.96,29,28,4.76,Placed
1007733,Anna University,MCA,Civil,2,Male,66.47,22,69,4.69,Placed
1007734,Mumbai University,MCA,Data Science,2,Female,73.22,11,54,6.9,Placed
1007735,JNTU Hyderabad,B.Sc,Finance,3,Male,83.54,20,47,4.8,Placed
1007736,Delhi University,MBA,Civil,2,Male,71.61,20,37,7.06,Placed
1007737,Delhi University,BBA,Mechanical,4,Male,97.45,20,27,9.95,Placed
1007738,Mumbai University,BBA,Marketing,2,Male,63.1,16,59,7.96,Placed
1007739,Pune University,B.Tech,Civil,1,Female,62.43,28,53,9.87,Placed
1007740,Anna University,MBA,Civil,4,Male,99.73,23,28,9.24,Placed
1007741,JNTU Hyderabad,B.Com,Marketing,3,Female,61.71,25,46,9.94,Placed
1007742,Pune University,MCA,Marketing,2,Male,59.37,22,61,4.61,Placed
1007743,Pune University,BBA,Finance,4,Male,96.86,15,59,9.34,Not Placed
1007744,JNTU Hyderabad,BBA,Mechanical,2,Female,57.76,13,25,6.34,Placed
1007745,Pune University,MCA,Civil,1,Female,77.79,11,46,5.22,Not Placed
1007746,Delhi University,B.Com,Mechanical,1,Male,95.48,19,55,9.32,Placed
1007747,JNTU Hyderabad,B.Com,Finance,2,Female,56.52,24,37,9.22,Placed
1007748,JNTU Hyderabad,MBA,Civil,3,Male,86.84,24,34,9.51,Placed
1007749,Mumbai University,BBA,Mechanical,4,Male,79.78,10,21,6.34,Placed
1007750,Anna University,B.Com,Data Science,1,Female,87.35,16,22,9.29,Placed
1007751,Anna University,BBA,Finance,4,Male,98.44,26,40,8.15,Not Placed
1007752,Anna University,B.Tech,Marketing,3,Male,59.83,11,67,9.51,Placed
1007753,Anna University,MCA,Finance,4,Male,79.36,12,49,8.45,Placed
1007754,JNTU Hyderabad,B.Tech,Civil,2,Male,89.52,21,60,6.8,Not Placed
1007755,Anna University,B.Sc,Computer Science,2,Male,69.98,10,69,4.6,Placed
1007756,Mumbai University,MBA,Computer Science,2,Female,77.58,23,57,7.2,Placed
1007757,JNTU Hyderabad,MBA,Marketing,1,Female,75.74,15,26,8.45,Placed
1007758,Mumbai University,B.Tech,Mechanical,1,Male,89.84,12,62,9.29,Placed
1007759,JNTU Hyderabad,BBA,Marketing,1,Other,78.88,26,36,8.39,Placed
1007760,JNTU Hyderabad,B.Tech,Marketing,4,Female,70.8,22,32,7.01,Placed
1007761,Delhi University,B.Sc,Computer Science,1,Female,78.74,25,43,5.37,Placed
1007762,Anna University,B.Com,Civil,3,Male,88.93,11,38,7.0,Placed
1007763,Mumbai University,B.Com,Civil,4,Female,66.69,15,51,9.01,Placed
1007764,Anna University,MCA,Finance,2,Male,70.88,25,35,7.68,Placed
1007765,Mumbai University,MCA,Civil,2,Female,83.22,27,49,8.48,Placed
1007766,Delhi University,MCA,Civil,2,Male,89.76,26,53,9.71,Placed
1007767,Anna University,MCA,Data Science,2,Male,98.0,16,48,4.09,Placed
1007768,Delhi University,B.Sc,Marketing,1,Female,96.75,16,34,6.69,Placed
1007769,JNTU Hyderabad,B.Tech,Finance,2,Male,82.77,29,47,5.63,Placed
1007770,Pune University,B.Com,Marketing,4,Female,73.99,29,45,9.63,Placed
1007771,Pune University,BBA,Computer Science,1,Female,64.12,29,58,5.61,Placed
1007772,Anna University,B.Sc,Marketing,3,Female,83.99,18,62,5.28,Not Placed
1007773,Mumbai University,BBA,Mechanical,1,Female,84.05,23,66,8.59,Placed
1007774,Delhi University,MBA,Computer Science,4,Female,57.66,25,48,5.9,Not Placed
1007775,Anna University,BBA,Civil,1,Male,97.69,27,35,8.09,Not Placed
1007776,Pune University,MCA,Data Science,1,Male,73.85,20,48,9.99,Placed
1007777,Delhi University,B.Tech,Data Science,4,Male,80.1,22,46,4.47,Not Placed
1007778,Anna University,B.Tech,Civil,3,Female,67.96,20,50,8.44,Placed
1007779,JNTU Hyderabad,BBA,Mechanical,3,Male,93.12,20,30,9.79,Not Placed
1007780,Pune University,B.Tech,Civil,1,Male,60.8,10,54,9.68,Placed
1007781,Pune University,B.Sc,Finance,3,Female,97.78,11,59,9.88,Placed
1007782,Delhi University,BBA,Finance,4,Female,78.68,15,36,5.75,Placed
1007783,JNTU Hyderabad,MBA,Mechanical,2,Female,86.88,22,69,6.24,Placed
1007784,JNTU Hyderabad,B.Tech,Marketing,1,Male,81.26,15,55,5.35,Placed
1007785,JNTU Hyderabad,B.Tech,Mechanical,3,Other,55.54,17,65,5.13,Not Placed
1007786,Delhi University,BBA,Marketing,4,Female,65.74,12,67,9.88,Not Placed
1007787,Mumbai University,MBA,Computer Science,2,Female,78.73,21,20,5.47,Placed
1007788,JNTU Hyderabad,MCA,Mechanical,2,Female,82.54,12,60,7.07,Placed
1007789,Delhi University,BBA,Computer Science,3,Female,83.05,26,30,4.54,Not Placed
1007790,Mumbai University,B.Com,Marketing,2,Male,87.89,19,35,8.83,Placed
1007791,Anna University,B.Com,Finance,4,Male,75.54,23,62,9.82,Not Placed
1007792,Pune University,B.Com,Marketing,2,Female,74.7,21,26,7.36,Not Placed
1007793,Delhi University,B.Sc,Data Science,4,Female,99.94,22,38,9.63,Placed
1007794,JNTU Hyderabad,MCA,Finance,4,Female,98.45,27,64,5.14,Placed
1007795,Delhi University,B.Com,Data Science,2,Female,90.2,25,59,9.31,Placed
1007796,Anna University,MBA,Mechanical,3,Male,79.79,15,49,8.63,Placed
1007797,Mumbai University,B.Sc,Computer Science,3,Female,84.38,27,29,9.51,Placed
1007798,Anna University,B.Tech,Civil,4,Female,66.61,12,49,7.85,Placed
1007799,Delhi University,B.Sc,Finance,2,Female,65.76,26,27,8.99,Placed
1007800,Delhi University,B.Tech,Computer Science,3,Male,69.63,29,32,9.45,Placed
1007801,Mumbai University,B.Com,Mechanical,3,Male,56.55,13,59,7.69,Placed
1007802,Delhi University,B.Com,Data Science,1,Male,96.64,27,28,4.97,Placed
1007803,JNTU Hyderabad,B.Sc,Mechanical,3,Male,70.97,19,28,8.24,Placed
1007804,Anna University,B.Tech,Civil,4,Female,91.47,29,65,6.21,Not Placed
1007805,Mumbai University,MBA,Civil,1,Male,82.21,15,46,7.52,Placed
1007806,Pune University,MBA,Mechanical,2,Female,96.43,13,60,4.3,Not Placed
1007807,Pune University,B.Sc,Computer Science,2,Male,56.34,13,20,4.68,Placed
1007808,Pune University,B.Com,Computer Science,1,Female,69.63,10,65,9.95,Placed
1007809,Delhi University,B.Com,Data Science,3,Male,82.67,14,28,7.16,Placed
1007810,Anna University,B.Com,Mechanical,3,Female,78.63,16,50,8.91,Not Placed
1007811,Delhi University,B.Tech,Mechanical,3,Female,80.66,22,25,5.51,Not Placed
1007812,JNTU Hyderabad,BBA,Computer Science,4,Male,72.6,28,31,9.45,Placed
1007813,JNTU Hyderabad,MCA,Computer Science,4,Female,87.07,12,25,8.8,Not Placed
1007814,Mumbai University,B.Com,Civil,4,Female,60.48,10,67,4.29,Placed
1007815,JNTU Hyderabad,B.Com,Computer Science,3,Male,91.28,20,33,9.73,Placed
1007816,Pune University,BBA,Mechanical,1,Other,61.92,22,43,9.99,Not Placed
1007817,JNTU Hyderabad,B.Sc,Civil,3,Female,59.33,23,35,5.45,Placed
1007818,Mumbai University,B.Com,Data Science,3,Other,59.36,11,33,4.55,Placed
1007819,JNTU Hyderabad,B.Sc,Computer Science,1,Male,57.57,27,48,8.93,Not Placed
1007820,Mumbai University,B.Sc,Mechanical,2,Male,66.64,21,26,9.59,Not Placed
1007821,Anna University,B.Sc,Mechanical,4,Male,83.38,11,65,7.6,Not Placed
1007822,Anna University,MBA,Marketing,4,Female,87.03,17,40,7.24,Placed
1007823,Mumbai University,B.Sc,Finance,2,Female,69.78,11,69,8.11,Not Placed
1007824,JNTU Hyderabad,MBA,Computer Science,3,Female,66.42,14,40,8.28,Placed
1007825,Anna University,MCA,Mechanical,2,Male,82.55,19,39,9.67,Not Placed
1007826,JNTU Hyderabad,B.Sc,Marketing,1,Female,61.4,28,53,8.79,Placed
1007827,Anna University,MCA,Mechanical,3,Male,70.11,12,37,6.91,Not Placed
1007828,Mumbai University,MCA,Computer Science,1,Other,96.08,10,50,8.29,Not Placed
1007829,Delhi University,B.Com,Marketing,3,Female,85.88,14,31,8.18,Placed
1007830,Pune University,MBA,Marketing,3,Female,92.82,16,33,8.73,Not Placed
1007831,Pune University,B.Sc,Marketing,1,Male,90.39,18,32,4.46,Not Placed
1007832,Anna University,MBA,Marketing,3,Female,56.57,13,43,5.38,Not Placed
1007833,Mumbai University,B.Com,Data Science,4,Male,90.96,24,67,7.68,Not Placed
1007834,Mumbai University,BBA,Data Science,2,Male,95.85,21,44,7.91,Placed
1007835,Anna University,MBA,Data Science,4,Male,76.07,15,55,5.06,Placed
1007836,JNTU Hyderabad,MCA,Finance,4,Male,61.03,25,58,5.03,Not Placed
1007837,Anna University,BBA,Civil,1,Female,74.15,18,26,7.41,Placed
1007838,Anna University,MBA,Finance,4,Male,99.4,15,54,9.35,Placed
1007839,Delhi University,B.Com,Marketing,4,Female,62.35,22,58,5.25,Placed
1007840,Delhi University,MBA,Civil,4,Male,70.85,14,60,5.2,Placed
1007841,Mumbai University,BBA,Marketing,4,Male,82.72,10,62,5.44,Placed
1007842,Anna University,B.Tech,Marketing,4,Male,92.63,29,56,6.34,Not Placed
1007843,JNTU Hyderabad,B.Sc,Mechanical,2,Female,91.97,14,29,6.0,Placed
1007844,Anna University,MBA,Marketing,3,Female,86.25,27,36,6.3,Not Placed
1007845,Anna University,B.Tech,Marketing,3,Female,76.01,28,37,9.09,Placed
1007846,Mumbai University,B.Com,Finance,1,Male,61.29,18,64,9.46,Not Placed
1007847,Delhi University,B.Sc,Finance,2,Male,80.53,25,51,5.96,Placed
1007848,Anna University,MCA,Mechanical,2,Male,94.51,15,36,5.46,Placed
1007849,Mumbai University,BBA,Data Science,4,Female,70.32,13,66,9.83,Placed
1007850,JNTU Hyderabad,MBA,Finance,3,Male,79.72,22,20,4.76,Placed
1007851,Mumbai University,MCA,Finance,1,Female,62.32,12,22,6.81,Placed
1007852,Anna University,MBA,Finance,3,Male,59.25,18,66,7.02,Placed
1007853,Pune University,B.Com,Data Science,1,Male,79.89,29,56,6.21,Placed
1007854,JNTU Hyderabad,B.Tech,Mechanical,3,Male,93.88,25,69,10.0,Placed
1007855,Delhi University,B.Tech,Data Science,3,Female,59.03,22,46,6.18,Placed
1007856,Pune University,B.Com,Computer Science,2,Male,85.6,14,27,7.4,Placed
1007857,Anna University,MBA,Computer Science,1,Male,59.1,26,57,6.59,Not Placed
1007858,JNTU Hyderabad,MBA,Computer Science,3,Female,79.74,18,43,7.57,Not Placed
1007859,Delhi University,B.Sc,Computer Science,1,Male,90.67,18,52,5.65,Placed
1007860,Pune University,B.Sc,Finance,1,Male,87.74,29,62,6.72,Not Placed
1007861,Anna University,B.Com,Computer Science,3,Female,93.86,18,45,5.73,Placed
1007862,Mumbai University,BBA,Mechanical,4,Male,82.77,29,43,8.46,Not Placed
1007863,Delhi University,B.Com,Mechanical,1,Male,76.41,23,28,7.41,Placed
1007864,Pune University,MBA,Computer Science,4,Male,62.27,21,23,6.54,Placed
1007865,JNTU Hyderabad,B.Tech,Civil,2,Female,63.74,21,57,4.09,Placed
1007866,Pune University,MBA,Computer Science,1,Male,77.54,25,40,9.98,Placed
1007867,Anna University,B.Tech,Marketing,4,Male,97.44,12,28,9.66,Placed
1007868,JNTU Hyderabad,B.Com,Mechanical,1,Male,62.93,16,66,5.18,Placed
1007869,JNTU Hyderabad,B.Com,Data Science,3,Male,81.59,20,23,7.81,Placed
1007870,Pune University,MBA,Data Science,4,Female,82.09,19,34,7.94,Placed
1007871,Delhi University,MCA,Finance,1,Female,99.34,20,68,6.23,Not Placed
1007872,Pune University,B.Tech,Finance,2,Male,73.26,29,52,5.35,Not Placed
1007873,Mumbai University,B.Sc,Finance,4,Male,82.01,21,35,4.5,Placed
1007874,Mumbai University,B.Sc,Computer Science,2,Male,74.72,14,32,6.15,Placed
1007875,JNTU Hyderabad,B.Tech,Mechanical,3,Female,90.51,24,28,7.51,Not Placed
1007876,JNTU Hyderabad,B.Tech,Mechanical,1,Female,70.3,19,26,4.18,Not Placed
1007877,Anna University,MCA,Civil,2,Male,60.7,20,46,5.75,Placed
1007878,Delhi University,B.Sc,Computer Science,1,Female,69.85,16,24,5.45,Placed
1007879,JNTU Hyderabad,BBA,Civil,1,Male,76.05,19,43,9.23,Not Placed
1007880,Anna University,MBA,Data Science,1,Male,78.93,20,53,9.32,Placed
1007881,Pune University,B.Com,Mechanical,1,Male,81.75,17,64,8.42,Not Placed
1007882,Mumbai University,B.Com,Computer Science,4,Female,77.85,19,49,6.67,Not Placed
1007883,Anna University,B.Com,Mechanical,3,Male,93.73,22,34,6.43,Placed
1007884,Anna University,BBA,Marketing,4,Male,79.4,11,62,9.52,Placed
1007885,Delhi University,B.Com,Finance,2,Male,83.06,14,22,7.93,Placed
1007886,Pune University,B.Sc,Data Science,2,Male,85.68,23,54,7.66,Not Placed
1007887,Pune University,MBA,Marketing,4,Male,80.44,23,20,5.07,Not Placed
1007888,Mumbai University,B.Sc,Data Science,1,Male,74.16,25,47,7.59,Not Placed
1007889,Delhi University,MCA,Civil,2,Female,88.32,28,27,8.5,Placed
1007890,JNTU Hyderabad,B.Com,Computer Science,3,Female,64.2,11,60,4.11,Placed
1007891,Anna University,B.Tech,Finance,4,Male,85.6,25,22,7.52,Not Placed
1007892,JNTU Hyderabad,BBA,Mechanical,1,Male,86.44,11,49,8.39,Placed
1007893,JNTU Hyderabad,B.Sc,Civil,4,Male,57.66,27,33,9.41,Not Placed
1007894,Mumbai University,B.Tech,Civil,1,Male,71.63,28,48,5.93,Placed
1007895,Anna University,MCA,Data Science,1,Male,67.93,17,27,8.05,Not Placed
1007896,Mumbai University,B.Tech,Finance,4,Female,70.42,26,34,6.83,Not Placed
1007897,Mumbai University,B.Com,Finance,4,Male,58.78,28,44,9.34,Placed
1007898,JNTU Hyderabad,MCA,Finance,4,Female,85.8,14,40,9.0,Not Placed
1007899,Mumbai University,B.Tech,Civil,1,Female,88.16,20,41,8.47,Not Placed
1007900,Pune University,B.Com,Marketing,1,Female,76.8,29,63,7.4,Not Placed
1007901,Anna University,BBA,Civil,3,Female,93.38,19,57,8.14,Not Placed
1007902,JNTU Hyderabad,MBA,Marketing,2,Female,75.58,24,63,5.59,Not Placed
1007903,Pune University,MCA,Civil,3,Male,67.09,19,49,5.13,Placed
1007904,Mumbai University,MBA,Finance,3,Male,68.81,21,36,4.22,Placed
1007905,JNTU Hyderabad,B.Com,Finance,4,Male,95.51,21,24,7.25,Placed
1007906,JNTU Hyderabad,BBA,Marketing,3,Male,61.74,29,69,8.77,Placed
1007907,Pune University,MBA,Computer Science,4,Male,97.94,23,49,7.93,Placed
1007908,Anna University,MBA,Mechanical,1,Female,84.63,12,21,9.55,Placed
1007909,JNTU Hyderabad,BBA,Computer Science,1,Female,94.38,24,51,5.68,Placed
1007910,Anna University,B.Tech,Computer Science,4,Male,87.63,13,31,4.22,Placed
1007911,Anna University,MBA,Mechanical,3,Female,61.35,24,54,6.18,Placed
1007912,Pune University,B.Tech,Civil,3,Male,86.18,14,50,9.99,Placed
1007913,Mumbai University,B.Sc,Computer Science,3,Female,83.64,20,49,9.52,Placed
1007914,Pune University,BBA,Civil,4,Male,89.54,12,21,4.6,Placed
1007915,Pune University,BBA,Finance,4,Male,64.4,17,45,6.6,Placed
1007916,JNTU Hyderabad,B.Sc,Computer Science,1,Female,94.95,19,49,5.94,Placed
1007917,JNTU Hyderabad,MCA,Finance,2,Female,75.4,12,44,7.61,Placed
1007918,Pune University,BBA,Civil,4,Male,56.37,14,44,8.23,Placed
1007919,JNTU Hyderabad,BBA,Civil,3,Female,57.39,18,27,5.27,Not Placed
1007920,JNTU Hyderabad,MBA,Data Science,2,Male,90.05,21,61,9.75,Not Placed
1007921,Mumbai University,BBA,Marketing,1,Male,68.54,16,58,5.31,Not Placed
1007922,Delhi University,MCA,Civil,2,Female,79.91,22,52,9.91,Not Placed
1007923,Anna University,B.Tech,Marketing,2,Male,64.12,11,37,7.59,Placed
1007924,Anna University,MBA,Mechanical,1,Male,99.93,21,39,8.55,Not Placed
1007925,Anna University,B.Sc,Data Science,2,Male,59.68,16,36,5.09,Not Placed
1007926,Mumbai University,B.Sc,Mechanical,2,Female,74.44,27,36,6.99,Placed
1007927,Mumbai University,B.Sc,Finance,4,Female,81.85,10,49,6.37,Placed
1007928,Delhi University,MCA,Data Science,3,Female,83.37,14,33,8.29,Not Placed
1007929,Anna University,MCA,Computer Science,1,Male,77.64,26,38,5.12,Placed
1007930,Anna University,B.Sc,Civil,4,Male,71.31,14,33,9.38,Placed
1007931,Pune University,B.Sc,Civil,4,Female,81.02,12,59,5.96,Placed
1007932,JNTU Hyderabad,MCA,Finance,1,Female,60.35,18,61,7.98,Placed
1007933,JNTU Hyderabad,B.Tech,Mechanical,2,Female,92.96,26,40,9.04,Not Placed
1007934,JNTU Hyderabad,B.Com,Data Science,3,Female,86.95,12,23,6.65,Placed
1007935,Mumbai University,B.Sc,Finance,2,Female,95.44,22,66,4.67,Placed
1007936,Pune University,BBA,Civil,4,Female,58.39,17,42,6.17,Not Placed
1007937,JNTU Hyderabad,BBA,Computer Science,4,Female,68.53,10,48,7.93,Placed
1007938,JNTU Hyderabad,B.Tech,Marketing,3,Male,69.81,22,66,5.36,Placed
1007939,Mumbai University,BBA,Finance,1,Female,96.79,16,40,8.63,Placed
1007940,Delhi University,B.Tech,Marketing,1,Male,62.62,18,29,5.28,Placed
1007941,Delhi University,B.Sc,Marketing,4,Male,99.5,14,69,7.4,Placed
1007942,Delhi University,B.Sc,Data Science,1,Male,70.37,18,66,9.37,Placed
1007943,Delhi University,B.Tech,Computer Science,1,Male,92.97,14,51,7.58,Placed
1007944,Anna University,B.Sc,Data Science,3,Female,55.87,29,39,7.11,Placed
1007945,Pune University,B.Com,Finance,3,Male,77.82,14,61,7.48,Placed
1007946,Anna University,B.Tech,Computer Science,3,Male,71.39,15,61,8.21,Not Placed
1007947,Pune University,B.Sc,Mechanical,1,Female,74.12,23,59,9.98,Not Placed
1007948,Pune University,MCA,Marketing,4,Female,77.02,12,59,4.08,Placed
1007949,Mumbai University,B.Sc,Finance,2,Male,64.92,16,58,9.62,Not Placed
1007950,Anna University,B.Com,Finance,1,Female,77.92,13,55,4.83,Placed
1007951,Pune University,BBA,Computer Science,3,Female,71.28,10,54,4.35,Placed
1007952,Pune University,BBA,Computer Science,3,Male,63.97,17,24,9.52,Not Placed
1007953,Mumbai University,B.Sc,Computer Science,1,Female,75.67,19,24,6.49,Not Placed
1007954,Pune University,B.Sc,Computer Science,4,Female,66.06,17,44,7.84,Not Placed
1007955,Delhi University,BBA,Marketing,3,Female,96.54,28,62,9.18,Placed
1007956,JNTU Hyderabad,MBA,Computer Science,4,Female,66.13,24,35,7.08,Not Placed
1007957,Mumbai University,BBA,Finance,1,Male,65.85,25,35,8.72,Not Placed
1007958,Pune University,MBA,Civil,2,Male,84.77,16,55,8.9,Not Placed
1007959,Pune University,MBA,Data Science,3,Male,95.66,17,69,7.05,Placed
1007960,JNTU Hyderabad,B.Sc,Civil,1,Female,55.67,10,65,5.8,Placed
1007961,Delhi University,B.Com,Finance,4,Female,77.44,22,29,9.37,Placed
1007962,Mumbai University,B.Sc,Marketing,4,Female,92.22,26,66,8.82,Placed
1007963,Pune University,B.Com,Civil,3,Female,64.68,17,31,8.81,Placed
1007964,Anna University,B.Com,Civil,3,Male,79.79,29,22,9.3,Placed
1007965,JNTU Hyderabad,B.Com,Data Science,1,Female,95.43,17,57,5.24,Placed
1007966,Mumbai University,BBA,Data Science,1,Female,87.8,24,31,6.22,Placed
1007967,Mumbai University,MBA,Data Science,4,Male,75.49,14,30,7.24,Placed
1007968,Pune University,MCA,Finance,1,Female,84.07,25,68,6.31,Placed
1007969,Anna University,MCA,Marketing,3,Female,70.94,26,62,4.83,Not Placed
1007970,Pune University,B.Sc,Computer Science,4,Female,66.93,22,24,6.64,Placed
1007971,Mumbai University,MBA,Civil,1,Male,67.63,13,31,5.56,Placed
1007972,Pune University,BBA,Finance,3,Female,73.08,29,22,6.44,Placed
1007973,Anna University,MBA,Computer Science,3,Female,79.88,11,43,4.48,Placed
